dmda;4;960;64;4.575E+00
dmda;4;960;64;4.785E+00
dmda;4;960;64;4.548E+00
dmda;4;960;64;4.673E+00
dmda;4;960;64;4.644E+00
dmda;4;960;64;4.785E+00
dmda;4;960;64;4.547E+00
dmda;4;960;64;4.805E+00
dmda;4;960;64;4.763E+00
dmda;4;960;64;4.793E+00
dmda;4;960;64;4.892E+00
dmda;4;960;64;4.691E+00
dmda;4;960;64;4.669E+00
dmda;4;960;64;4.813E+00
dmda;4;960;64;4.708E+00
dmda;4;960;64;4.706E+00
dmda;4;960;64;4.707E+00
dmda;4;960;64;4.838E+00
dmda;4;960;64;4.812E+00
dmda;4;960;64;4.707E+00
dmda;4;960;64;4.608E+00
dmda;4;960;64;4.647E+00
dmda;4;960;64;4.665E+00
dmda;4;960;64;4.672E+00
dmda;4;960;64;4.662E+00
dmda;4;960;64;4.684E+00
dmda;4;960;64;4.699E+00
dmda;4;960;64;4.676E+00
dmda;4;960;64;4.544E+00
dmda;4;960;64;4.786E+00
dmda;1;960;32;6.276E+00
dmda;1;960;32;6.668E+00
dmda;1;960;32;6.369E+00
dmda;1;960;32;6.387E+00
dmda;1;960;32;6.845E+00
dmda;1;960;32;6.683E+00
dmda;1;960;32;6.519E+00
dmda;1;960;32;6.783E+00
dmda;1;960;32;6.861E+00
dmda;1;960;32;6.338E+00
dmda;1;960;32;6.524E+00
dmda;1;960;32;6.408E+00
dmda;1;960;32;6.389E+00
dmda;1;960;32;6.816E+00
dmda;1;960;32;6.770E+00
dmda;1;960;32;6.806E+00
dmda;1;960;32;6.513E+00
dmda;1;960;32;6.605E+00
dmda;1;960;32;6.924E+00
dmda;1;960;32;6.466E+00
dmda;1;960;32;6.761E+00
dmda;1;960;32;7.013E+00
dmda;1;960;32;6.525E+00
dmda;1;960;32;6.347E+00
dmda;1;960;32;6.240E+00
dmda;1;960;32;6.653E+00
dmda;1;960;32;6.825E+00
dmda;1;960;32;6.561E+00
dmda;1;960;32;6.812E+00
dmda;1;960;32;6.924E+00
dmda;4;1280;32;6.800E+00
dmda;4;1280;32;6.895E+00
dmda;4;1280;32;6.851E+00
dmda;4;1280;32;6.788E+00
dmda;4;1280;32;6.860E+00
dmda;4;1280;32;6.929E+00
dmda;4;1280;32;6.842E+00
dmda;4;1280;32;7.103E+00
dmda;4;1280;32;6.947E+00
dmda;4;1280;32;6.894E+00
dmda;4;1280;32;6.918E+00
dmda;4;1280;32;6.764E+00
